date,startup,vertical,city,investors,round,amount,year,month
2016-04-15,Tapchief,Consumer internet,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000.0,2016,4
2016-04-18,Rapido,Consumer internet,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,,2016,4
2016-04-18,Yufta,E-Commerce,Bangalore,Ajay Data & other HNIs,Seed Funding,,2016,4
2016-04-18,Smytten,E-Commerce,Gurgaon,Rajan Anandan,Seed Funding,,2016,4
2016-04-18,Houssup,Consumer internet,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,,2016,4
2016-04-18,Jugnoo,Consumer internet,Chandigarh,Paytm & existing investors,Private Equity,10000000.0,2016,4
2016-04-18,Tork Motocycles,Auto,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,,2016,4
2016-04-19,Betaout,E-Commerce,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,2016,4
2016-04-19,DriversCart,Consumer internet,Chennai,ah! Ventures,Seed Funding,450000.0,2016,4
2016-04-19,LensKart,E-Commerce,Delhi,Ratan Tata,Private Equity,,2016,4
2016-04-19,CollegeDekho,Consumer internet,Delhi,Man Capital,Private Equity,2000000.0,2016,4
2016-04-19,OYOfit,Consumer internet,Bangalore,RN Agarwal,Seed Funding,,2016,4
2016-04-19,Oliveboard,Consumer internet,Bangalore,India Educational Investment Fund,Private Equity,,2016,4
2016-04-19,Simplilearn,Consumer internet,Bangalore,Brand Capital,Private Equity,,2016,4
2016-04-20,1mg,E-Commerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,2016,4
2016-04-20,Fashalot,Consumer internet,Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,,2016,4
2016-04-20,Broomberg,Consumer internet,Delhi,Undisclosed Angel investors & HNIs,Seed Funding,,2016,4
2016-04-21,m.paani,Consumer internet,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,,2016,4
2016-04-21,Yufta,E-Commerce,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,,2016,4
2016-04-21,mishTag,Consumer internet,Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,,2016,4
2016-04-21,Advanced Structures India,Auto,Bangalore,GirnarSoft,Private Equity,,2016,4
2016-04-22,Licious,E-Commerce,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000.0,2016,4
2016-04-22,Knolskae,Consumer internet,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,,2016,4
2016-04-22,Druva,Technology,Pune,"NTT Finance, Telephone Corporation",Private Equity,,2016,4
2016-04-22,TOKO Innovation Studios,Consumer internet,Delhi,Indian Angel network,Seed Funding,450000.0,2016,4
2016-04-25,Commut,Consumer internet,Hyderabad,50K Ventures,Seed Funding,200000.0,2016,4
2016-04-25,intouchapp,Consumer internet,Pune,Blume Ventures,Seed Funding,,2016,4
2016-04-25,Dropkaffe,Food & Beverage,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,2016,4
2016-04-26,Transerv,Consumer internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0,2016,4
2016-04-26,ClearTax,Consumer internet,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000.0,2016,4
2016-04-26,Roposo,E-Commerce,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0,2016,4
2016-04-27,MilkBasket,Consumer internet,Gurgaon,EVC Ventures,Seed Funding,500000.0,2016,4
2016-04-27,CareonGO,Consumer internet,Unknown,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,,2016,4
2016-04-27,RailYatri,Consumer internet,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,,2016,4
2016-04-27,ICHR,Consumer internet,Delhi,Undisclosed,Seed Funding,450000.0,2016,4
2016-04-27,Murgency,Consumer internet,Mumbai,Axilor Ventures,Private Equity,,2016,4
2016-04-28,The Wedding Brigade,Consumer internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000.0,2016,4
2016-04-28,DocsApp,Consumer internet,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0,2016,4
2016-04-29,Impact Guru,Consumer internet,Mumbai,"RB Investments, Fundnel",Seed Funding,500000.0,2016,4
2016-04-29,LetReach,E-Commerce,Delhi,vCommission,Private Equity,100000.0,2016,4
2016-03-01,DriveU,Consumer internet,Bangalore,Unitus Seed Fund,Seed Funding,,2016,3
2016-03-01,Gympik,Consumer internet,Bangalore,RoundGlass Partners,Private Equity,,2016,3
2016-03-01,Testbook,Consumer internet,Mumbai,S Chand & Co,Private Equity,,2016,3
2016-03-01,IQlect,Technology,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,,2016,3
2016-03-02,MoMark,Consumer internet,Noida,YourNest Angel Fund,Private Equity,600000.0,2016,3
2016-03-02,Skedool,Consumer internet,Seattle,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,,2016,3
2016-03-02,Systemantics,Technology,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,2016,3
2016-03-03,Vertuals,Technology,Mumbai,Dino Morea,Seed Funding,,2016,3
2016-03-03,Imarticus Learning,EdTech,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,2016,3
2016-03-03,Shouut,Consumer internet,Delhi,Undisclosed investor,Seed Funding,500000.0,2016,3
2016-03-04,TinyStep,Consumer internet,Bangalore,Matt Glickman,Private Equity,,2016,3
2016-03-04,Aahaa,E-Commerce,Chennai,"YourNest Angel Fund,",Private Equity,1000000.0,2016,3
2016-03-04,Arcatron Mobility,Technology,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,,2016,3
2016-03-04,FTCash,Consumer internet,Kolkata,IvyCap Ventures,Seed Funding,150000.0,2016,3
2016-03-04,Civilsdaily,Consumer internet,Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,,2016,3
2016-03-04,Zappka,Consumer internet,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0,2016,3
2016-03-04,Tarusa World,E-Commerce,Mumbai,Mohit Gulati,Seed Funding,,2016,3
2016-03-04,medECUBE,Healthcare,Gurgaon,Artiman Ventures,Private Equity,4000000.0,2016,3
2016-03-07,N.O.W,Consumer internet,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0,2016,3
2016-03-07,Ninjacart,E-Commerce,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0,2016,3
2016-03-07,Reach,Consumer internet,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0,2016,3
2016-03-07,Vanity Cube,Consumer internet,Delhi,Unicorn Ventures,Seed Funding,250000.0,2016,3
2016-03-07,Wooplr,E-Commerce,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,,2016,3
2016-03-07,Medidaili,Consumer internet,Bangalore,Undisclosed private investors,Seed Funding,100000.0,2016,3
2016-03-08,Finomena,Technology,Delhi,Matrix Partners India,Private Equity,,2016,3
2016-03-08,Cookaroo,Consumer internet,Bangalore,Vijay Krishna Yadav,Seed Funding,,2016,3
2016-03-08,vPhrase Analytics,Technology,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,,2016,3
2016-03-08,LoveCycles,Consumer internet,Bangalore,Prime Venture Partners,Seed Funding,750000.0,2016,3
2016-03-08,Kartrocket,E-Commerce,Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0,2016,3
2016-03-08,dunzo,Consumer internet,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0,2016,3
2016-03-09,Indiamart,E-Commerce,Noida,Amadeus Capital,Private Equity,,2016,3
2016-03-09,SmartVizX,Technology,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2016,3
2016-03-09,MyGubbi,Real estate,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500000.0,2016,3
2016-03-09,Nukkad Shops,Consumer internet,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.0,2016,3
2016-03-09,Cloudacar,Consumer internet,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,,2016,3
2016-03-09,Justride,Consumer internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.0,2016,3
2016-03-09,Yana,Consumer internet,Gurgaon,"Puneet Gupta,",Seed Funding,,2016,3
2016-03-10,Big Fish Ventures,Food & Beverage,Delhi,Undisclosed investors,Private Equity,11100000.0,2016,3
2016-03-10,Stylflip,E-Commerce,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,,2016,3
2016-03-10,Icertis,Technology,Pune,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,2016,3
2016-03-10,Supplified,E-Commerce,Delhi,Mohit Goel,Seed Funding,1000000.0,2016,3
2016-03-11,JollyFoodFellow,Technology,Ahmedabad,Janak Parikh,Seed Funding,,2016,3
2016-03-14,PinkBlue,E-Commerce,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0,2016,3
2016-03-14,TruckingCube,Logistics,Delhi,Agarwal Movers Group,Private Equity,14900000.0,2016,3
2016-03-14,eSwasthya,Consumer internet,Ahmedabad,Hemang Sahani,Seed Funding,,2016,3
2016-03-15,FlipClass,Consumer internet,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0,2016,3
2016-03-15,Proximit,Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.0,2016,3
2016-03-15,WithMe,Consumer internet,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0,2016,3
2016-03-16,Gapoon,Consumer internet,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0,2016,3
2016-03-16,Avagmah,Consumer internet,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,,2016,3
2016-03-16,WorkIndia,Consumer internet,Mumbai,Beenext,Seed Funding,,2016,3
2016-03-16,Wealthy,Consumer internet,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.0,2016,3
2016-03-17,Pramati,Healthcare,Noida,Undisclosed investors,Seed Funding,200000.0,2016,3
2016-03-17,Qlivery,Consumer internet,Gurgaon,Swastika Company Ltd,Seed Funding,230000.0,2016,3
2016-03-17,HealthEnablr,Consumer internet,Mumbai,Undisclosed investors,Seed Funding,800000.0,2016,3
2016-03-17,Liftiee,Consumer internet,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0,2016,3
2016-03-18,Hello Curry,Food & Beverage,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.0,2016,3
2016-03-19,goSporto,Consumer internet,Delhi,Naveen Gupta,Seed Funding,30000.0,2016,3
2016-03-21,OneClickWash,Consumer internet,Gurgaon,Unitus Seed Fund,Seed Funding,,2016,3
2016-03-21,Girnar Software,Consumer internet,Jaipur,Google Capital,Private Equity,,2016,3
2016-03-21,Room On Call,Consumer internet,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.0,2016,3
2016-03-22,Byju\\xe2\\x80\\x99s,Consumer internet,Bangalore,"Sequoia India, Sofina",Private Equity,75000000.0,2016,3
2016-03-22,BigBasket,E-Commerce,Bangalore,Abraaj Group,Private Equity,150000000.0,2016,3
2016-03-22,DrivoJoy,Consumer internet,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0,2016,3
2016-03-22,Smartron,Technology,Bangalore,Sachin Tendulkar,Private Equity,,2016,3
2016-03-22,LifCare,Consumer internet,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,,2016,3
2016-03-22,CreditSeva,Consumer internet,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,360000.0,2016,3
2016-03-22,CityShor,Consumer internet,Ahmedabad,GAIN,Seed Funding,,2016,3
2016-03-23,Endless Robotics,Technology,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0,2016,3
2016-03-23,SP Robotics,Technology,Chennai,"Indian Angel Network,",Seed Funding,300000.0,2016,3
2016-03-23,StalkBuyLove,E-Commerce,Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,,2016,3
2016-03-23,eKincare,Consumer internet,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,2016,3
2016-03-23,HashLearn,Consumer internet,Unknown,"Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,,2016,3
2016-03-23,Wheelstreet,Consumer internet,Bangalore,Broadbean Capital services,Private Equity,500000.0,2016,3
2016-03-24,Horntell,Consumer internet,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0,2016,3
2016-03-28,Schoolkart,E-Commerce,Noida,Undisclosed investors,Seed Funding,300000.0,2016,3
2016-03-29,HealthEminds,Consumer internet,Bangalore,Robin Utthappa,Seed Funding,,2016,3
2016-03-29,Babygogo,Consumer internet,Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.0,2016,3
2016-03-29,Veritas Finance,FinTech,Chennai,Sarva Capital,Private Equity,4700000.0,2016,3
2016-03-29,QikShip,Consumer internet,Delhi,undisclosed investors,Seed Funding,200000.0,2016,3
2016-03-29,FixNix,Consumer internet,Chennai,Jay Vijayan,Seed Funding,500000.0,2016,3
2016-03-30,True Balance,Technology,Gurgaon,SoftBank Ventures Korea,Private Equity,,2016,3
2016-03-30,Touchkin,Healthcare,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.0,2016,3
2016-03-31,SwitchMe,Consumer internet,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,,2016,3
2016-03-31,Transcell,Healthcare,Hyderabad,Indian Angel Network,Seed Funding,,2016,3
2016-02-01,Blue Tokai Coffee,E-Commerce,Delhi,Snow Leopard Technology Ventures,Seed Funding,,2016,2
2016-02-02,Altizone,Technology,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000.0,2016,2
2016-02-02,Oust App,Consumer internet,Bangalore,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed Funding,,2016,2
2016-02-02,Strike,Consumer internet,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,2
2016-02-02,MaaxMarket,Consumer internet,Unknown,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,2
2016-02-02,Gamooz,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,2
2016-02-02,SoundSurround,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016,2
2016-02-03,Mazkara,Consumer internet,Pune,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0,2016,2
2016-02-03,RoadGods,E-Commerce,Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016,2
2016-02-03,Pindropmusic,Consumer internet,Noida,Green House Ventures (GHV),Seed Funding,100000.0,2016,2
2016-02-03,Woodpie,Consumer internet,Bangalore,Ingram Content Group,Seed Funding,30000.0,2016,2
2016-02-04,Perfumery,E-Commerce,Delhi,Oranda Global & Others,Seed Funding,30000.0,2016,2
2016-02-05,Magic Crate,EdTech,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,,2016,2
2016-02-05,ZenDrive,Technology,Bangalore,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0,2016,2
2016-02-05,Smartcooky,E-Commerce,Delhi,"Vandana Luthra,",Private Equity,,2016,2
2016-02-05,Turtlemint,Consumer internet,Mumbai,Nexus Venture Partners,Private Equity,,2016,2
2016-02-05,BHIVE,Real estate,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,,2016,2
2016-02-05,Gingercrush,E-Commerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,2016,2
2016-02-05,American Vision,Consumer internet,Pune,Undisclosed investors,Seed Funding,81000.0,2016,2
2016-02-05,DawaiLelo,Consumer internet,Varanasi,Undisclosed investors,Seed Funding,52000.0,2016,2
2016-02-06,Heads Up For Tails,E-Commerce,Delhi,Undisclosed investors,Seed Funding,1000000.0,2016,2
2016-02-06,LiveNutriFit,Healthcare,Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,,2016,2
2016-02-08,Moglix,E-Commerce,Delhi,Ratan Tata,Private Equity,,2016,2
2016-02-08,iStyleYou,Consumer internet,Gurgaon,Green House Ventures (GHV),Seed Funding,100000.0,2016,2
2016-02-08,AdUrCup,Consumer internet,Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016,2
2016-02-08,Weddingz,Consumer internet,Mumbai,Sixth Sense Ventures,Private Equity,,2016,2
2016-02-08,Urban Dhobi,Consumer internet,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,,2016,2
2016-02-08,Gray Routes,Consumer internet,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,,2016,2
2016-02-08,Xpressbees,E-Commerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,2016,2
2016-02-08,Invictus Oncology,Healthcare,Delhi,Ratan Tata,Private Equity,,2016,2
2016-02-08,Hansel.io,Technology,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,,2016,2
2016-02-09,Inc42,Consumer internet,Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,,2016,2
2016-02-09,GOQii,Technology,Mumbai,Edelweiss Financial Services,Private Equity,,2016,2
2016-02-10,Capzest,Consumer internet,Mumbai,Lion Ventures,Seed Funding,200000.0,2016,2
2016-02-10,GlamStudios,Consumer internet,Noida,Aqeel Ahmed,Seed Funding,,2016,2
2016-02-10,Affimity,Consumer internet,Bangalore,undisclosed investors,Seed Funding,1200000.0,2016,2
2016-02-10,Anandakanda,Technology,Pune,undisclosed investors,Seed Funding,150000.0,2016,2
2016-02-10,JoulestoWatts,Technology,Bangalore,Manipal Global Education Services,Seed Funding,,2016,2
2016-02-10,Shopkirana,Consumer internet,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,,2016,2
2016-02-10,Stylofie,Consumer internet,Gurgaon,Jaideep Mehta,Seed Funding,,2016,2
2016-02-10,OyBob,E-Commerce,Gurgaon,Sachin Dalal,Seed Funding,,2016,2
2016-02-12,ActOnMagic,Technology,Bangalore,Jayabalan Subramanian,Seed Funding,125000.0,2016,2
2016-02-12,Bonhomia,Food & Beverage,Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0,2016,2
2016-02-12,iGrenEnergi,Technology,Mumbai,Sunil Mehta,Seed Funding,1000000.0,2016,2
2016-02-12,RKSV,Consumer internet,Mumbai,Kalaari Capital,Private Equity,4000000.0,2016,2
2016-02-15,Aasaanjobs,Consumer internet,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,5000000.0,2016,2
2016-02-15,Snapdeal,E-Commerce,Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,200000000.0,2016,2
2016-02-15,Jugnoo,Consumer internet,Chandigarh,Saumya Tandon,Private Equity,,2016,2
2016-02-15,Snapbizz,Technology,Bangalore,Ratan Tata,Private Equity,,2016,2
2016-02-15,GoYaNo,Consumer internet,Gurgaon,Mukesh Kumar Gupta,Seed Funding,50000.0,2016,2
2016-02-15,RentSher,Consumer internet,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,300000.0,2016,2
2016-02-15,Buddy,FinTech,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding,500000.0,2016,2
2016-02-15,Legistify,Consumer internet,Delhi,Ranjit Singh,Seed Funding,,2016,2
2016-02-16,TableHero,Consumer internet,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,1000000.0,2016,2
2016-02-16,BetterPlace,Technology,Bangalore,Unitus Seed Fund,Seed Funding,970000.0,2016,2
2016-02-16,Salebhai,E-Commerce,Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,,2016,2
2016-02-16,icustommadeit,E-Commerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000.0,2016,2
2016-02-16,Tring,Consumer internet,Pune,Vishwadeep Bajaj & Others,Seed Funding,,2016,2
2016-02-16,Medinfi,Consumer internet,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,,2016,2
2016-02-17,Timemytask,Consumer internet,Mumbai,Lead Angels,Seed Funding,,2016,2
2016-02-17,GameZop,Technology,Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,350000.0,2016,2
2016-02-17,Notary Mama,Consumer internet,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed Funding,,2016,2
2016-02-17,The Viral Fever,Consumer internet,Mumbai,Tiger Global,Private Equity,10000000.0,2016,2
2016-02-17,Avanti Learning,EdTech,Delhi,Michael & Susan Dell Foundation,Private Equity,5000000.0,2016,2
2016-02-17,Bollant Industries,Technology,Hyderabad,Ratan Tata,Private Equity,,2016,2
2016-02-18,GetVee,Consumer internet,Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,,2016,2
